,precision,recall,f1-score,threshold
0,0.11421705034151278,1.0,0.2050175956408219,0.36797001521817585
1,0.11417970232322806,0.9996308600959763,0.20494967077877846,0.36797798244014485
2,0.11418451678191938,0.9996308600959763,0.20495742667928096,0.36813642666647467
3,0.11418933164663715,0.9996308600959763,0.20496518316681803,0.3683843176898904
4,0.1141519777346715,0.9992617201919527,0.20489724860916625,0.3685600631386094
5,0.11415679163328132,0.9992617201919527,0.20490500340625237,0.3685683396199179
6,0.11416160593792173,0.9992617201919527,0.20491275879035614,0.3685690672695509
7,0.11416642064864409,0.9992617201919527,0.20492051476154427,0.3685736098040063
8,0.11417123576549978,0.9992617201919527,0.2049282713198834,0.36859122621175305
9,0.11417605128854022,0.9992617201919527,0.20493602846544023,0.3686513546455287
10,0.11418086721781677,0.9992617201919527,0.2049437861982814,0.36868292265549824
11,0.11418568355338085,0.9992617201919527,0.20495154451847364,0.3687033140082851
12,0.1141905002952839,0.9992617201919527,0.20495930342608365,0.36872325903714304
13,0.1141953174435773,0.9992617201919527,0.20496706292117817,0.36879282886307413
14,0.11420013499831252,0.9992617201919527,0.20497482300382386,0.3688618706518592
15,0.11420495295954099,0.9992617201919527,0.20498258367408753,0.36897487952870267
16,0.11420977132731415,0.9992617201919527,0.20499034493203588,0.36934874571643644
17,0.11421459010168347,0.9992617201919527,0.2049981067777357,0.36951283729433554
18,0.11421940928270043,0.9992617201919527,0.20500586921125374,0.3699034116007373
19,0.11422422887041647,0.9992617201919527,0.20501363223265676,0.36991984384739707
20,0.11422904886488311,0.9992617201919527,0.20502139584201157,0.3700340234811195
21,0.11423386926615184,0.9992617201919527,0.205029160039385,0.3701581549218776
22,0.11423869007427413,0.9992617201919527,0.20503692482484376,0.37026937324753056
23,0.11424351128930155,0.9992617201919527,0.2050446901984548,0.37037931267220553
24,0.11424833291128556,0.9992617201919527,0.2050524561602848,0.37059846961651594
25,0.11425315494027771,0.9992617201919527,0.20506022271040072,0.3706164464421694
26,0.11425797737632956,0.9992617201919527,0.20506798984886937,0.3707292388729373
27,0.11426280021949263,0.9992617201919527,0.20507575757575758,0.3708328160120338
28,0.11426762346981849,0.9992617201919527,0.20508352589113224,0.37090934571157985
29,0.11427244712735869,0.9992617201919527,0.20509129479506025,0.371008603895847
30,0.11427727119216481,0.9992617201919527,0.2050990642876084,0.3710840964427323
31,0.11428209566428843,0.9992617201919527,0.20510683436884375,0.37109244087547233
32,0.11428692054378113,0.9992617201919527,0.2051146050388331,0.37112660057676583
33,0.11429174583069453,0.9992617201919527,0.2051223762976434,0.37146222974315557
34,0.11429657152508023,0.9992617201919527,0.20513014814534158,0.3714999519671095
35,0.11430139762698982,0.9992617201919527,0.20513792058199457,0.37155050612495916
36,0.11430622413647495,0.9992617201919527,0.20514569360766927,0.3716607948900111
37,0.11431105105358727,0.9992617201919527,0.20515346722243277,0.3718201770865695
38,0.11431587837837838,0.9992617201919527,0.2051612414263519,0.3720148609312306
39,0.11432070611089995,0.9992617201919527,0.2051690162194937,0.37251350591475324
40,0.11432553425120365,0.9992617201919527,0.20517679160192517,0.37251881220670713
41,0.11433036279934113,0.9992617201919527,0.20518456757371334,0.37259998422383106
42,0.11433519175536408,0.9992617201919527,0.20519234413492513,0.3726051887026171
43,0.11434002111932418,0.9992617201919527,0.20520012128562765,0.3726256444851128
44,0.11434485089127312,0.9992617201919527,0.20520789902588785,0.3726522493656968
45,0.11434968107126262,0.9992617201919527,0.2052156773557729,0.37265523484510876
46,0.11435451165934438,0.9992617201919527,0.2052234562753497,0.3728014228604798
47,0.1143593426555701,0.9992617201919527,0.20523123578468538,0.37286266452765565
48,0.11436417405999155,0.9992617201919527,0.205239015883847,0.372888306326227
